web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,promo,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
"1669094816-11,""https://shopee.co.id/mall/brands/11042849"",""Zweckout Label"",""https://shopee.co.id/zweckout_label.official"","""",""81"",""96% (hitungan jam)"",""15,5RB"",""4.6 (16,2RB penilaian)"",""5 tahun lalu"",""null"",""KAB. BANDUNG"",""44%offZWECKOUT LABEL - Celana Joger Slim Fit Skinny Jogger Pants Pria Korean Style HitamDiskon Rp5RBMurah LebayRp160.000Rp89.00010RB+ TerjualKAB. BANDUNG"",""https://shopee.co.id/ZWECKOUT-LABEL-Celana-Joger-Slim-Fit-Skinny-Jogger-Pants-Pria-Korean-Style-Hitam-i.59825614.6716661856?sp_atk=b48c53cb-041d-4662-bcb7-03d933a19121&xptdk=b48c53cb-041d-4662-bcb7-03d933a19121"",""null"",""null"",""null"",""null"",""null"""
"1669094841-12,""https://shopee.co.id/mall/brands/11042849"",""Zhon Army"",""https://shopee.co.id/zhonarmy"","""",""37"",""71% (hitungan jam)"",""4,2RB"",""4.5 (213 penilaian)"",""4 bulan lalu"",""null"",""KAB. BANDUNG"",""ZHON ARMY - Ciel UnderPants - Cd Boxer Pria RandomDiskon 90%Rp50.000 - Rp200.000466 TerjualKAB. BANDUNG"",""https://shopee.co.id/ZHON-ARMY-Ciel-UnderPants-Cd-Boxer-Pria-Random-i.832121891.16581051299?sp_atk=1e455499-932b-4b88-96f3-7f80e62dea38&xptdk=1e455499-932b-4b88-96f3-7f80e62dea38"",""null"",""null"",""null"",""null"",""null"""
"1669094864-13,""https://shopee.co.id/mall/brands/11042849"",""ZG Zegoboss"",""https://shopee.co.id/zgzegoboss"","""",""54"",""87% (hitungan jam)"",""5,1RB"",""4.8 (1RB penilaian)"",""26 bulan lalu"",""null"",""KOTA JAKARTA PUSAT"",""65%offZEGO BOSS Celana Panjang Jeans Stretch Denim Regular Fit (Solid Black)Murah LebayRp199.900 - Rp239.900443 TerjualKOTA JAKARTA PUSAT"",""https://shopee.co.id/ZEGO-BOSS-Celana-Panjang-Jeans-Stretch-Denim-Regular-Fit-(Solid-Black)-i.307319831.7351957312?sp_atk=525f2ae6-b3fb-4e51-8c3b-c60bf17cfccb&xptdk=525f2ae6-b3fb-4e51-8c3b-c60bf17cfccb"",""null"",""null"",""null"",""null"",""null"""
"1669094888-14,""https://shopee.co.id/mall/brands/11042849"",""ZeroTwentyTwo"",""https://shopee.co.id/zerotwentytwo.id"","""",""715"",""83% (hitungan jam)"",""72,1RB"",""4.8 (18,9RB penilaian)"",""3 tahun lalu"",""null"",""KOTA BANDUNG"",""46%offZeroTwentyTwo T-shirt Transfer Black | Kaos Pria Parodi Plesetan Lucu ThrasherDiskon Rp2RBPilih 2, bayar Rp189.000Rp175.000Rp94.000875 TerjualKOTA BANDUNG"",""https://shopee.co.id/ZeroTwentyTwo-T-shirt-Transfer-Black-Kaos-Pria-Parodi-Plesetan-Lucu-Thrasher-i.175877695.7115926408?sp_atk=5f13bc0b-e6bf-4500-8374-3da36c889385&xptdk=5f13bc0b-e6bf-4500-8374-3da36c889385"",""null"",""null"",""null"",""null"",""null"""
"1669094913-15,""https://shopee.co.id/mall/brands/11042849"",""ZEROHEROES"",""https://shopee.co.id/zeroheroes.original"","""",""435"",""97% (hitungan jam)"",""35,9RB"",""4.9 (12,3RB penilaian)"",""4 tahun lalu"",""null"",""KAB. MALANG"",""44%offZeroheroes | Kaos Kaki Tebal Premium Motif Garis OldschoolDiskon Rp1RBMurah LebayRp35.000Rp19.7002,3RB TerjualKAB. MALANG"",""https://shopee.co.id/Zeroheroes-Kaos-Kaki-Tebal-Premium-Motif-Garis-Oldschool-i.96006998.7450999154?sp_atk=0588288d-2bf6-4d13-bdee-6c3930e07678&xptdk=0588288d-2bf6-4d13-bdee-6c3930e07678"",""null"",""null"",""null"",""null"",""null"""
"1669094938-16,""https://shopee.co.id/mall/brands/11042849"",""Zaskia Mecca"",""https://shopee.co.id/zaskiamecca.official"","""",""1,3RB"",""100% (hitungan jam)"",""1,9JT"",""4.8 (888,8RB penilaian)"",""6 tahun lalu"",""null"",""KOTA DEPOK"",""65%offZM Zaskia Mecca - Penyengat Dusty Green Scarf Kerudung Segi Empat Ultra SonicDiskon 10%Pilih 3, diskon 5%Rp189.000Rp67.0001,4RB TerjualKOTA DEPOK"",""https://shopee.co.id/ZM-Zaskia-Mecca-Penyengat-Dusty-Green-Scarf-Kerudung-Segi-Empat-Ultra-Sonic-i.12654106.6984957612?sp_atk=797cd9d6-f849-4759-a686-22f844107267&xptdk=797cd9d6-f849-4759-a686-22f844107267"",""null"",""null"",""null"",""null"",""null"""
"1669094962-17,""https://shopee.co.id/mall/brands/11042849"",""Zanetti"",""https://shopee.co.id/zanettiofficial"","""",""33"",""100%"",""822"",""4.9 (16 penilaian)"",""27 bulan lalu"",""null"",""KOTA JAKARTA UTARA"",""ZL 75004 Zanetti Kemeja Basic Polos Slim Fit Lengan Panjang Hitam PekatRp249.0003 TerjualKOTA JAKARTA UTARA"",""https://shopee.co.id/ZL-75004-Zanetti-Kemeja-Basic-Polos-Slim-Fit-Lengan-Panjang-Hitam-Pekat-i.300622025.9010811787?sp_atk=4f410e50-3aee-41bc-aae5-ef64c5a979a4&xptdk=4f410e50-3aee-41bc-aae5-ef64c5a979a4"",""null"",""null"",""null"",""null"",""null"""
"1669094985-18,""https://shopee.co.id/mall/brands/11042849"",""Zalora"",""https://shopee.co.id/tolliverofficialshop"","""",""3,3RB"",""99% (hitungan jam)"",""120,2RB"",""4.8 (13,7RB penilaian)"",""3 tahun lalu"",""null"",""KOTA BEKASI"",""57%offTolliver Hoodies With Zipper NavyDiskon 5%Rp349.000Rp149.000233 TerjualKOTA BEKASI"",""https://shopee.co.id/Tolliver-Hoodies-With-Zipper-Navy-i.166667048.4439560886?sp_atk=4282ee82-d1e1-4829-889c-bfc366028528&xptdk=4282ee82-d1e1-4829-889c-bfc366028528"",""null"",""null"",""null"",""null"",""null"""
"1669095009-19,""https://shopee.co.id/mall/brands/11042849"",""Zaemerci"",""https://shopee.co.id/zaemerci"","""",""105"",""98% (hitungan jam)"",""22,9RB"",""4.8 (13,2RB penilaian)"",""33 bulan lalu"",""null"",""KOTA BANDUNG"",""20%offZaemerci - Kimono Kanvas  Lengan Panjang  Pria | Outer Casual Unisex OriginalDiskon 50%Pilih 2, diskon Rp15.000Rp72.000 - Rp153.0004,8RB TerjualKOTA BANDUNG"",""https://shopee.co.id/Zaemerci-Kimono-Kanvas-Lengan-Panjang-Pria-Outer-Casual-Unisex-Original-i.228751626.9915157509?sp_atk=21073a8f-5337-4c7d-897a-a9003e0cd770&xptdk=21073a8f-5337-4c7d-897a-a9003e0cd770"",""null"",""null"",""null"",""null"",""null"""
"1669095036-20,""https://shopee.co.id/mall/brands/11042849"",""Yesterday"",""https://shopee.co.id/yesterdayofficial"","""",""437"",""95% (hitungan jam)"",""126RB"",""4.7 (131,9RB penilaian)"",""3 tahun lalu"",""null"",""KOTA BANDUNG"",""60%offYesterday Waistbag Full Print Takei BlackDiskon Rp2,5RBPilih 3, bayar Rp195.000Rp195.000Rp78.0002,7RB TerjualKOTA BANDUNG"",""https://shopee.co.id/Yesterday-Waistbag-Full-Print-Takei-Black-i.173440820.5556050824?sp_atk=1107e7d8-face-4ea4-aa0e-091b1a7d3b54&xptdk=1107e7d8-face-4ea4-aa0e-091b1a7d3b54"",""null"",""null"",""null"",""null"",""null"""
"1669095059-21,""https://shopee.co.id/mall/brands/11042849"",""YEGE"",""https://shopee.co.id/yegeindonesia"","""",""592"",""38% (hitungan jam)"",""7,4RB"",""4.7 (4,8RB penilaian)"",""4 tahun lalu"",""null"",""KOTA JAKARTA UTARA"",""YEGE Kemeja Koko Pria Putih HADAAD Lengan PanjangRp149.900144 TerjualKOTA JAKARTA UTARA"",""https://shopee.co.id/YEGE-Kemeja-Koko-Pria-Putih-HADAAD-Lengan-Panjang-i.85448016.6642570864?sp_atk=e4c8c171-9409-465c-aec6-3ea2a9ca3d1c&xptdk=e4c8c171-9409-465c-aec6-3ea2a9ca3d1c"",""null"",""null"",""null"",""null"",""null"""
"1669095082-22,""https://shopee.co.id/mall/brands/11042849"",""Yauds.co"",""https://shopee.co.id/yauds.co"","""",""37"",""25% (hitungan jam)"",""1,3RB"",""4.8 (50 penilaian)"",""4 tahun lalu"",""null"",""KOTA JAKARTA SELATAN"",""YAUDS.co x SPEAK UP TshirtRp220.0008 TerjualKOTA JAKARTA SELATAN"",""https://shopee.co.id/YAUDS.co-x-SPEAK-UP-Tshirt-i.128826850.9467307541?sp_atk=ccb8da5e-d466-4993-a75c-0d769dfb373f&xptdk=ccb8da5e-d466-4993-a75c-0d769dfb373f"",""null"",""null"",""null"",""null"",""null"""
"1669098993-23,""https://shopee.co.id/mall/brands/11042849"",""Yard Sale"",""https://shopee.co.id/yardsaleofficial"","""",""694"",""71% (hitungan jam)"",""686"",""4.9 (95 penilaian)"",""22 bulan lalu"",""null"",""KOTA JAKARTA PUSAT"",""50%offYard Sale Costuum Kitsune Nylon Waist Bag OliveRp399.000Rp199.5001 TerjualKOTA JAKARTA PUSAT"",""https://shopee.co.id/Yard-Sale-Costuum-Kitsune-Nylon-Waist-Bag-Olive-i.383744581.4081437312?sp_atk=7bca3ae1-e809-4529-8d88-331205095a0c&xptdk=7bca3ae1-e809-4529-8d88-331205095a0c"",""null"",""null"",""null"",""null"",""null"""
"1669099016-24,""https://shopee.co.id/mall/brands/11042849"",""YAMASURIH"",""https://shopee.co.id/yamasurih.official"","""",""57"",""42% (hitungan menit)"",""1,1RB"",""4.9 (171 penilaian)"",""29 bulan lalu"",""null"",""KOTA BANDUNG"",""Yamasurih - Kaos Hitam """"Pecker Bozo"""" T-ShirtRp200.00034 TerjualKOTA BANDUNG"",""https://shopee.co.id/Yamasurih-Kaos-Hitam-Pecker-Bozo-T-Shirt-i.272365407.4863866211?sp_atk=2adf4647-bb97-42f8-a1b2-775064d2a693&xptdk=2adf4647-bb97-42f8-a1b2-775064d2a693"",""null"",""null"",""null"",""null"",""null"""
"1669099039-25,""https://shopee.co.id/mall/brands/11042849"",""YAJUGAYA"",""https://shopee.co.id/yajugayaindonesia"","""",""68"",""89% (hitungan jam)"",""1,4RB"",""4.9 (232 penilaian)"",""3 tahun lalu"",""null"",""KOTA BEKASI"",""Yajugaya - SituasuRp215.00035 TerjualKOTA BEKASI"",""https://shopee.co.id/Yajugaya-Situasu-i.161754161.2429683023?sp_atk=ec9a7aaf-018c-4b28-a4af-bcb2d42bcdd9&xptdk=ec9a7aaf-018c-4b28-a4af-bcb2d42bcdd9"",""null"",""null"",""null"",""null"",""null"""
"1669099063-26,""https://shopee.co.id/mall/brands/11042849"",""XXMAKE"",""https://shopee.co.id/xxmake_official"","""",""57"",""100% (hitungan menit)"",""81,9RB"",""4.8 (53,8RB penilaian)"",""31 bulan lalu"",""null"",""KAB. TANGERANG"",""51%offXXMake Elastic Cover Sofa Bed Penutup Sofa Pattern Modern Menarik Sarung Sofa Bed S M L Penutup Sofa Bed ElastisDiskon 20%Murah LebayRp83.000 - Rp114.00010RB+ TerjualKAB. TANGERANG"",""https://shopee.co.id/XXMake-Elastic-Cover-Sofa-Bed-Penutup-Sofa-Pattern-Modern-Menarik-Sarung-Sofa-Bed-S-M-L-Penutup-Sofa-Bed-Elastis-i.253240817.12446645553?sp_atk=c3b6f6ac-c5a8-433b-acf6-6c9434328d32&xptdk=c3b6f6ac-c5a8-433b-acf6-6c9434328d32"",""null"",""null"",""null"",""null"",""null"""
"1669099087-27,""https://shopee.co.id/mall/brands/11042849"",""X8"",""https://shopee.co.id/x8official"","""",""2,1RB"",""93% (hitungan jam)"",""159,8RB"",""4.9 (20,2RB penilaian)"",""5 tahun lalu"",""null"",""KOTA JAKARTA BARAT"",""50%offBLUELINE by X8 Nino T-Shirt Pakaian PriaHadiah GratisRp189.900Rp94.950382 TerjualKOTA JAKARTA BARAT"",""https://shopee.co.id/BLUELINE-by-X8-Nino-T-Shirt-Pakaian-Pria-i.66854073.9423501364?sp_atk=347613ea-6abe-48e7-a40a-09b6d65ed947&xptdk=347613ea-6abe-48e7-a40a-09b6d65ed947"",""null"",""null"",""null"",""null"",""null"""
"1669099111-28,""https://shopee.co.id/mall/brands/11042849"",""X Urban Absolute"",""https://shopee.co.id/xurbandabsolute"","""",""253"",""91% (hitungan jam)"",""173,2RB"",""4.8 (31,1RB penilaian)"",""34 bulan lalu"",""null"",""KAB. BANDUNG"",""20%offX Urband Absolute Jaket Sukajan Raion Terlaris A096Kombo HematRp60.000 - Rp89.60010RB+ TerjualKAB. BANDUNG"",""https://shopee.co.id/X-Urband-Absolute-Jaket-Sukajan-Raion-Terlaris-A096-i.224747419.9127208738?sp_atk=2da2739d-ce87-4f5b-be23-4642cdaadc99&xptdk=2da2739d-ce87-4f5b-be23-4642cdaadc99"",""null"",""null"",""null"",""null"",""null"""
"1669099136-29,""https://shopee.co.id/mall/brands/11042849"",""Wrangler"",""https://shopee.co.id/wranglerofficial"","""",""1,1RB"",""58% (hitungan jam)"",""159,7RB"",""4.8 (30RB penilaian)"",""5 tahun lalu"",""null"",""KOTA BEKASI"",""10%offWrangler Jeans Texasbmcbc01A18Diskon Rp40RBRp459.900Rp413.910567 TerjualKOTA BEKASI"",""https://shopee.co.id/Wrangler-Jeans-Texasbmcbc01A18-i.55945766.4815275614?sp_atk=eabf627f-5373-4cfc-9220-5f0977cc1c08&xptdk=eabf627f-5373-4cfc-9220-5f0977cc1c08"",""null"",""null"",""null"",""null"",""null"""
"1669099160-30,""https://shopee.co.id/mall/brands/11042849"",""Worth ID"",""https://shopee.co.id/worthid.clothing"","""",""438"",""86% (hitungan jam)"",""139,1RB"",""4.8 (42,5RB penilaian)"",""6 tahun lalu"",""null"",""KOTA BEKASI"",""25%offWORTH ID Kemeja Pria Cotton Pique Panjang BlackDiskon 50%Rp150.000 - Rp199.0002RB TerjualKOTA BEKASI"",""https://shopee.co.id/WORTH-ID-Kemeja-Pria-Cotton-Pique-Panjang-Black-i.11950297.1509390338?sp_atk=878c8d19-703f-4a18-9550-f275a77e8468&xptdk=878c8d19-703f-4a18-9550-f275a77e8468"",""null"",""null"",""null"",""null"",""null"""
"1669099186-31,""https://shopee.co.id/mall/brands/11042849"",""Wormhole"",""https://shopee.co.id/wormholestore"","""",""528"",""90% (hitungan jam)"",""94,9RB"",""4.9 (12,9RB penilaian)"",""4 tahun lalu"",""null"",""KOTA BANDUNG"",""5%offW.Essentiels Jaket Ecume Oversize Hoodie Olive EssentielsDiskon 10%Rp499.000Rp474.0501,2RB TerjualKOTA BANDUNG"",""https://shopee.co.id/W.Essentiels-Jaket-Ecume-Oversize-Hoodie-Olive-Essentiels-i.87216194.1455625420?sp_atk=92702365-c134-44cb-82d3-3441e7fec871&xptdk=92702365-c134-44cb-82d3-3441e7fec871"",""null"",""null"",""null"",""null"",""null"""
"1669099210-32,""https://shopee.co.id/mall/brands/11042849"",""Workout Streetwear"",""https://shopee.co.id/workoutstreetwear"","""",""342"",""98% (hitungan jam)"",""111,9RB"",""4.8 (53,1RB penilaian)"",""25 bulan lalu"",""null"",""KOTA BANDUNG"",""51%offWorkout Streetwear Kaos Distro Cream BrokePilih 2, bayar Rp145.000Rp68.600 - Rp75.6008RB TerjualKOTA BANDUNG"",""https://shopee.co.id/Workout-Streetwear-Kaos-Distro-Cream-Broke-i.327711825.7884871886?sp_atk=089d077f-57cb-4c34-b68a-f22a570605f4&xptdk=089d077f-57cb-4c34-b68a-f22a570605f4"",""null"",""null"",""null"",""null"",""null"""
"1669099234-33,""https://shopee.co.id/mall/brands/11042849"",""Woof Pack"",""https://shopee.co.id/woofpack"","""",""88"",""71% (hitungan jam)"",""2,6RB"",""4.6 (4RB penilaian)"",""4 tahun lalu"",""null"",""KOTA JAKARTA BARAT"",""84%offTas Pouch Clutch Aksesoris Wanita Pria Multifungsi Woof Pack TCpouchXmi1Murah LebayRp70.000Rp10.9002,6RB TerjualKOTA JAKARTA BARAT"",""https://shopee.co.id/Tas-Pouch-Clutch-Aksesoris-Wanita-Pria-Multifungsi-Woof-Pack-TCpouchXmi1-i.136847255.2090382228?sp_atk=2e3e0595-de56-4282-8e5e-c11293dcc66f&xptdk=2e3e0595-de56-4282-8e5e-c11293dcc66f"",""null"",""null"",""null"",""null"",""null"""
"1669099257-34,""https://shopee.co.id/mall/brands/11042849"",""Woodcutter"",""https://shopee.co.id/woodcutter"","""",""174"",""95% (hitungan jam)"",""50RB"",""4.8 (22,2RB penilaian)"",""6 tahun lalu"",""null"",""KOTA BEKASI"",""16%offWOODCUTTER Kemeja Green Oakland Flannel ShirtPilih 2, diskon Rp5.000Rp189.000Rp159.5001,5RB TerjualKOTA BEKASI"",""https://shopee.co.id/WOODCUTTER-Kemeja-Green-Oakland-Flannel-Shirt-i.11559302.7532185453?sp_atk=1b3bec1f-e536-4e12-9f29-3017f58f5dcd&xptdk=1b3bec1f-e536-4e12-9f29-3017f58f5dcd"",""null"",""null"",""null"",""null"",""null"""
"1669099280-35,""https://shopee.co.id/mall/brands/11042849"",""Wood"",""https://shopee.co.id/woodofficialshop"","""",""368"",""63% (hitungan jam)"",""10,1RB"",""4.9 (1,9RB penilaian)"",""25 bulan lalu"",""null"",""KOTA BEKASI"",""50%offWOOD Modern Fit Chino Pants 2-OPXBSC518O028 SandDiskon Rp20RBRp479.900Rp239.95071 TerjualKOTA BEKASI"",""https://shopee.co.id/WOOD-Modern-Fit-Chino-Pants-2-OPXBSC518O028-Sand-i.321648624.3371878387?sp_atk=db69fae4-5a1a-449c-86d7-4905dae71276&xptdk=db69fae4-5a1a-449c-86d7-4905dae71276"",""null"",""null"",""null"",""null"",""null"""
"1669099303-36,""https://shopee.co.id/mall/brands/11042849"",""Woffi Man"",""https://shopee.co.id/woffimanofficialshop"","""",""1RB"",""94% (hitungan jam)"",""9,7RB"",""4.8 (2,6RB penilaian)"",""29 bulan lalu"",""null"",""KOTA SURABAYA"",""80%offWoffi Kaos Pria - Denimize StripesRp380.000Rp75.00083 TerjualKOTA SURABAYA"",""https://shopee.co.id/Woffi-Kaos-Pria-Denimize-Stripes-i.279757087.7345304149?sp_atk=276d3df1-4041-48bf-816a-19b8ba70bf37&xptdk=276d3df1-4041-48bf-816a-19b8ba70bf37"",""null"",""null"",""null"",""null"",""null"""
"1669099327-37,""https://shopee.co.id/mall/brands/11042849"",""WKND"",""https://shopee.co.id/wkndclothes"","""",""596"",""94% (hitungan jam)"",""148,6RB"",""4.8 (34,1RB penilaian)"",""4 tahun lalu"",""null"",""KOTA BANDUNG"",""44%offWKND Sweater Crewneck Original 1074 Cream Be Bold And BraveRp295.000Rp165.0007,4RB TerjualKOTA BANDUNG"",""https://shopee.co.id/WKND-Sweater-Crewneck-Original-1074-Cream-Be-Bold-And-Brave-i.107851093.7877608885?sp_atk=5a69beb6-c546-443a-91ca-300822357bbd&xptdk=5a69beb6-c546-443a-91ca-300822357bbd"",""null"",""null"",""null"",""null"",""null"""
"1669099350-38,""https://shopee.co.id/mall/brands/11042849"",""WIN Indonesia"",""https://shopee.co.id/winofficialshop"","""",""31"",""75% (hitungan jam)"",""2,7RB"",""4.7 (388 penilaian)"",""9 bulan lalu"",""null"",""KAB. BANDUNG"",""47%offWIN - Parfume Unisex TravelRp80.000Rp42.400101 TerjualKAB. BANDUNG"",""https://shopee.co.id/WIN-Parfume-Unisex-Travel-i.680129571.20855210672?sp_atk=afaabff8-18fc-47a1-a950-cb87620c91e6&xptdk=afaabff8-18fc-47a1-a950-cb87620c91e6"",""null"",""null"",""null"",""null"",""null"""
"1669099373-39,""https://shopee.co.id/mall/brands/11042849"",""Will K"",""https://shopee.co.id/willklondon"","""",""193"",""73% (hitungan jam)"",""18,5RB"",""4.8 (1,6RB penilaian)"",""5 tahun lalu"",""null"",""KOTA SURABAYA"",""47%offWILL-K LONDON T-shirt Contemporary Work Wear Sage GreenCashback 11%Rp189.900Rp99.90050 TerjualKOTA SURABAYA"",""https://shopee.co.id/WILL-K-LONDON-T-shirt-Contemporary-Work-Wear-Sage-Green-i.57319952.9653584802?sp_atk=0a1c3896-85a4-4368-940f-ea2f2b12ec2f&xptdk=0a1c3896-85a4-4368-940f-ea2f2b12ec2f"",""null"",""null"",""null"",""null"",""null"""
